iter	Logloss	Accuracy
0	0.680129022	0.7605633803
1	0.6691284768	0.8169014085
2	0.6584331755	0.8873239437
3	0.6471016299	0.8309859155
4	0.6395381635	0.8732394366
5	0.6294776238	0.8450704225
6	0.6211935503	0.8591549296
7	0.6113338044	0.8309859155
8	0.6017593675	0.8450704225
9	0.597895391	0.8450704225
10	0.5883518756	0.8732394366
11	0.5816182558	0.8450704225
12	0.5738409567	0.8591549296
13	0.5653651654	0.8591549296
14	0.5592096027	0.8873239437
15	0.5508324358	0.8732394366
16	0.5451291884	0.8591549296
17	0.5385750539	0.8873239437
18	0.5302269682	0.8873239437
19	0.5085499117	0.8873239437
20	0.5050913392	0.8873239437
21	0.497900407	0.9014084507
22	0.4941144344	0.9014084507
23	0.4883171338	0.9014084507
24	0.4815149404	0.9014084507
25	0.476263056	0.9014084507
26	0.473436996	0.9014084507
27	0.4676225359	0.9014084507
28	0.4632302199	0.9014084507
29	0.4611277979	0.9154929577
30	0.4556920118	0.9014084507
31	0.4464542039	0.9154929577
32	0.443702748	0.9014084507
33	0.4401230969	0.9154929577
34	0.439210439	0.9154929577
35	0.4348391116	0.9154929577
36	0.4309136155	0.9154929577
37	0.4288237829	0.9154929577
38	0.4260530007	0.9014084507
39	0.4232545716	0.9014084507
40	0.42096642	0.9014084507
41	0.4181420565	0.9014084507
42	0.4150698198	0.9014084507
43	0.4099821114	0.9014084507
44	0.4058815369	0.9295774648
45	0.4008317011	0.9436619718
46	0.3935033023	0.9577464789
47	0.3916564539	0.9577464789
48	0.3868860159	0.9577464789
49	0.3819645666	0.9577464789
50	0.3801831947	0.9577464789
51	0.3781509658	0.9577464789
52	0.3733621994	0.9577464789
53	0.3712908401	0.9577464789
54	0.3689653082	0.9577464789
55	0.364983076	0.9577464789
56	0.3647577736	0.9577464789
57	0.3631775455	0.9577464789
58	0.3609264011	0.9577464789
59	0.3582201963	0.9577464789
60	0.3544741961	0.9577464789
61	0.3526921921	0.9577464789
62	0.3514238681	0.9577464789
63	0.3483082647	0.9577464789
64	0.3454583366	0.9577464789
65	0.3438909056	0.9577464789
66	0.3410727087	0.9577464789
67	0.339585404	0.9577464789
68	0.3361033671	0.9577464789
69	0.3339526	0.9577464789
70	0.3303031282	0.9718309859
71	0.3270922794	0.9718309859
72	0.3253403434	0.9718309859
73	0.3228227381	0.9718309859
74	0.3206238746	0.9718309859
75	0.3188938565	0.9718309859
76	0.3171856855	0.9718309859
77	0.3159760054	0.9718309859
78	0.3151300583	0.9718309859
79	0.3150240154	0.9718309859
80	0.3144708199	0.9718309859
81	0.312291952	0.9718309859
82	0.3106888197	0.9718309859
83	0.307928118	0.985915493
84	0.3062574661	0.985915493
85	0.3039404412	0.985915493
86	0.3013398858	0.985915493
87	0.2978905279	0.985915493
88	0.2953609772	0.985915493
89	0.2908702465	0.985915493
90	0.2897373771	0.985915493
91	0.2878958739	0.985915493
92	0.2870272841	0.985915493
93	0.2853087343	0.985915493
94	0.2835897164	0.985915493
95	0.2817853932	0.985915493
96	0.2803247064	0.985915493
97	0.2801415404	0.985915493
98	0.2790072638	0.985915493
99	0.2777293946	0.985915493
100	0.276861808	0.985915493
101	0.2747723038	0.985915493
102	0.2737219033	0.985915493
103	0.2724536247	0.985915493
104	0.2716919529	0.985915493
105	0.2697233843	0.985915493
106	0.2688922442	0.985915493
107	0.2655039184	0.985915493
108	0.2634398279	0.985915493
109	0.2601601446	0.985915493
110	0.2582579315	0.985915493
111	0.255885056	0.985915493
112	0.2550165774	0.985915493
113	0.2532805118	0.985915493
114	0.2518467266	0.985915493
115	0.2500783013	0.985915493
116	0.2482254905	0.985915493
117	0.2460542127	0.985915493
118	0.2446154261	0.985915493
119	0.2432954695	0.985915493
120	0.2428247918	0.985915493
121	0.2415575305	0.985915493
122	0.2404157216	0.985915493
123	0.2378443836	0.985915493
124	0.2368757643	0.985915493
125	0.2366673624	0.985915493
126	0.2354982594	0.985915493
127	0.2332737009	1
128	0.2307850969	1
129	0.2295161312	1
130	0.2289225354	1
131	0.2272653689	1
132	0.2259206736	1
133	0.2248846777	1
134	0.2221472982	1
135	0.2200011839	1
136	0.2174086638	1
137	0.2151758615	1
138	0.2132975721	1
139	0.2121166778	1
140	0.2113126532	1
141	0.2107200326	1
142	0.2098302042	1
143	0.2055435693	1
144	0.2024602825	1
145	0.2019481193	1
146	0.2014047461	1
147	0.2009543468	1
148	0.1979534017	1
149	0.1970142283	1
150	0.1962955188	1
151	0.1954354073	1
152	0.194575221	1
153	0.1933876165	1
154	0.1923739753	1
155	0.1914930686	1
156	0.1906993639	1
157	0.1900442893	1
158	0.1888253059	1
159	0.1867977847	1
160	0.1865076541	1
161	0.1844403873	1
162	0.1803926339	1
163	0.177491818	1
164	0.1734571597	1
165	0.1727792418	1
166	0.1722980134	1
167	0.171374596	1
168	0.1708161872	1
169	0.169151912	1
170	0.1680230461	1
171	0.1641408744	1
172	0.1636021366	1
173	0.1617731187	1
174	0.1613775392	1
175	0.1601236456	1
176	0.1581833015	1
177	0.1570277994	1
178	0.1556092256	1
179	0.1532633388	1
180	0.1525812911	1
181	0.1510444567	1
182	0.1505061955	1
183	0.1494431015	1
184	0.1485066892	1
185	0.1477086902	1
186	0.1460783773	1
187	0.145207234	1
188	0.1443909575	1
189	0.1428232133	1
190	0.1413157273	1
191	0.1398549692	1
192	0.1385479323	1
193	0.1372529689	1
194	0.13483033	1
195	0.1344568246	1
196	0.1339534668	1
197	0.1334048486	1
198	0.1314420029	1
199	0.1308864896	1
200	0.1300089841	1
201	0.1291179955	1
202	0.1285555284	1
203	0.1282527963	1
204	0.1243375075	1
205	0.1237533952	1
206	0.1225158652	1
207	0.1222136358	1
208	0.1214783459	1
209	0.1198565395	1
210	0.1195689406	1
211	0.1188977635	1
212	0.1166861837	1
213	0.1151659722	1
214	0.114830614	1
215	0.1140924616	1
216	0.1127669836	1
217	0.1107609649	1
218	0.1095253767	1
219	0.1081413153	1
220	0.1077573589	1
221	0.1068911229	1
222	0.105798646	1
223	0.1053213978	1
224	0.1047506407	1
225	0.1036078103	1
226	0.1032824082	1
227	0.1028250949	1
228	0.1026026486	1
229	0.1013406423	1
230	0.09961434709	1
231	0.09934569719	1
232	0.09891831572	1
233	0.09813957843	1
234	0.09772157232	1
235	0.09667039113	1
236	0.09509476052	1
237	0.09465182412	1
238	0.09339716576	1
239	0.09305379567	1
240	0.09262154327	1
241	0.09194297121	1
242	0.09160008367	1
243	0.09066254541	1
244	0.09030611131	1
245	0.0899392696	1
246	0.08898884024	1
247	0.08823640473	1
248	0.08757448291	1
249	0.08712442645	1
250	0.08687061191	1
251	0.08490114165	1
252	0.08381416107	1
253	0.08249713988	1
254	0.08179714097	1
255	0.08112081617	1
256	0.08023592491	1
257	0.07939623742	1
258	0.0790767856	1
259	0.07827356389	1
260	0.07742428247	1
261	0.07665208722	1
262	0.07634882119	1
263	0.0758623171	1
264	0.07558482742	1
265	0.07537429384	1
266	0.07516850526	1
267	0.0740451435	1
268	0.07297687046	1
269	0.07225767045	1
270	0.07174254243	1
271	0.07092979663	1
272	0.07025623178	1
273	0.06948828201	1
274	0.06917956581	1
275	0.06890726522	1
276	0.0682756735	1
277	0.06774195599	1
278	0.06745650068	1
279	0.06694483873	1
280	0.06594863887	1
281	0.06524220404	1
282	0.06488307714	1
283	0.06430484557	1
284	0.06410904167	1
285	0.06344606464	1
286	0.06310163972	1
287	0.06249693322	1
288	0.06226695706	1
289	0.06202098465	1
290	0.06148759978	1
291	0.06103398164	1
292	0.06068649865	1
293	0.05995527092	1
294	0.05978298319	1
295	0.059238906	1
296	0.05909392597	1
297	0.05895169656	1
298	0.0583603296	1
299	0.05822003643	1
300	0.05775030163	1
301	0.05734535775	1
302	0.05720951363	1
303	0.05707673141	1
304	0.05666290866	1
305	0.0565328445	1
306	0.0559660567	1
307	0.05581435731	1
308	0.05498141295	1
309	0.05432787836	1
310	0.05417246983	1
311	0.05374222248	1
312	0.05312100255	1
313	0.05276613447	1
314	0.05217330937	1
315	0.05192523495	1
316	0.05145267235	1
317	0.05123531725	1
318	0.05086745433	1
319	0.0501787004	1
320	0.04978892699	1
321	0.04966398144	1
322	0.04901617049	1
323	0.04850055826	1
324	0.04789366302	1
325	0.04740556527	1
326	0.04729706418	1
327	0.0468269143	1
328	0.04644655492	1
329	0.04604341434	1
330	0.04588227508	1
331	0.04550352864	1
332	0.04540312681	1
333	0.04507913108	1
334	0.0449803776	1
335	0.04455269859	1
336	0.0444562406	1
337	0.04410251627	1
338	0.04379418044	1
339	0.04373508106	1
340	0.04364144336	1
341	0.04330358251	1
342	0.0430027916	1
343	0.04294442926	1
344	0.04288816691	1
345	0.04249679898	1
346	0.0423868522	1
347	0.04206854774	1
348	0.04169467397	1
349	0.04157419054	1
350	0.04129022556	1
351	0.04120554637	1
352	0.04090504928	1
353	0.04061442506	1
354	0.04051466602	1
355	0.04023845032	1
356	0.04012473995	1
357	0.03978156589	1
358	0.03973315917	1
359	0.03968536415	1
360	0.03941119785	1
361	0.03925007512	1
362	0.03915743496	1
363	0.03911150427	1
364	0.03877668378	1
365	0.03873103008	1
366	0.03868593851	1
367	0.03860568514	1
368	0.03832914533	1
369	0.03828462776	1
370	0.03796966096	1
371	0.03789214661	1
372	0.03766274757	1
373	0.0373975275	1
