iter	Passed	Remaining
0	12	12671
1	18	9167
2	22	7540
3	27	6966
4	32	6436
5	38	6359
6	44	6312
7	50	6289
8	57	6291
9	62	6232
10	69	6248
11	75	6227
12	81	6199
13	88	6251
14	94	6178
15	101	6242
16	104	6024
17	109	5981
18	116	5994
19	122	6002
20	127	5950
21	133	5950
22	139	5904
23	145	5929
24	151	5915
25	157	5884
26	162	5857
27	165	5749
28	171	5732
29	176	5708
30	182	5690
31	186	5656
32	192	5628
33	197	5608
34	202	5578
35	207	5559
36	213	5545
37	218	5533
38	225	5560
39	231	5548
40	236	5522
41	240	5494
42	245	5470
43	250	5448
44	256	5443
45	261	5422
46	266	5393
47	270	5371
48	275	5347
49	280	5325
50	285	5306
51	303	5536
52	310	5541
53	316	5540
54	322	5537
55	327	5526
56	333	5513
57	338	5493
58	343	5473
59	348	5458
60	353	5445
61	358	5429
62	364	5418
63	369	5406
64	374	5389
65	396	5616
66	402	5603
67	407	5585
68	412	5566
69	417	5553
70	423	5541
71	428	5529
72	433	5501
73	438	5490
74	444	5479
75	449	5462
76	454	5451
77	460	5444
78	466	5435
79	471	5425
80	477	5418
81	483	5411
82	489	5403
83	494	5394
84	500	5385
85	514	5469
86	520	5459
87	525	5448
88	531	5436
89	545	5517
90	550	5501
91	556	5491
92	559	5452
93	564	5437
94	569	5424
95	576	5430
96	581	5417
97	592	5455
98	597	5441
99	604	5437
100	609	5429
101	615	5415
102	621	5409
103	626	5398
104	631	5384
105	637	5373
106	642	5362
107	647	5347
108	654	5353
109	658	5325
110	663	5314
111	669	5304
112	675	5298
113	680	5285
114	686	5280
115	692	5278
116	697	5265
117	702	5249
118	707	5236
119	712	5225
120	717	5215
121	722	5200
122	727	5185
123	744	5257
124	749	5243
125	753	5228
126	758	5211
127	762	5195
128	767	5180
129	771	5165
130	776	5149
131	781	5136
132	785	5121
133	790	5107
134	794	5092
135	808	5133
136	812	5119
137	815	5093
138	819	5078
139	824	5065
140	829	5050
141	833	5035
142	837	5020
143	842	5006
144	847	4994
145	851	4981
146	868	5038
147	872	5025
148	883	5047
149	889	5041
150	897	5043
151	903	5040
152	920	5098
153	928	5098
154	935	5099
155	942	5101
156	949	5096
157	955	5094
158	962	5091
159	969	5090
160	976	5090
161	984	5090
162	991	5092
163	999	5093
164	1007	5096
165	1014	5095
166	1021	5095
167	1028	5093
168	1035	5091
169	1042	5090
170	1051	5097
171	1058	5093
172	1065	5091
173	1071	5085
174	1078	5085
175	1094	5124
176	1101	5120
177	1107	5114
178	1115	5117
179	1124	5120
180	1132	5122
181	1138	5115
182	1145	5113
183	1152	5111
184	1160	5110
185	1166	5106
186	1173	5100
187	1179	5094
188	1185	5087
189	1192	5082
190	1197	5072
191	1203	5063
192	1209	5059
193	1216	5052
194	1222	5047
195	1229	5041
196	1234	5032
197	1240	5023
198	1246	5015
199	1252	5011
200	1259	5004
201	1265	4999
202	1271	4993
203	1277	4985
204	1283	4976
205	1289	4971
206	1295	4962
207	1301	4956
208	1308	4950
209	1314	4944
210	1321	4941
211	1327	4935
212	1333	4928
213	1340	4922
214	1347	4920
215	1353	4913
216	1359	4906
217	1366	4902
218	1373	4898
219	1381	4897
220	1387	4891
221	1394	4886
222	1401	4881
223	1408	4878
224	1415	4875
225	1422	4871
226	1429	4869
227	1437	4866
228	1443	4859
229	1449	4853
230	1456	4848
231	1462	4842
232	1469	4836
233	1475	4829
234	1481	4822
235	1487	4816
236	1493	4809
237	1499	4801
238	1510	4810
239	1516	4803
240	1522	4795
241	1528	4788
242	1534	4780
243	1540	4773
244	1546	4766
245	1552	4756
246	1557	4749
247	1563	4741
248	1584	4777
249	1589	4768
250	1594	4759
251	1600	4749
252	1606	4744
253	1612	4736
254	1618	4727
255	1623	4719
256	1639	4741
257	1646	4734
258	1651	4726
259	1657	4716
260	1662	4707
261	1668	4699
262	1673	4689
263	1678	4678
264	1684	4671
265	1689	4662
266	1694	4652
267	1699	4642
268	1705	4634
269	1711	4627
270	1717	4619
271	1722	4610
272	1728	4602
273	1734	4596
274	1740	4587
275	1745	4578
276	1750	4569
277	1755	4560
278	1760	4550
279	1766	4541
280	1771	4531
281	1776	4523
282	1781	4514
283	1787	4505
284	1792	4498
285	1798	4489
286	1804	4481
287	1809	4473
288	1814	4463
289	1819	4454
290	1825	4446
291	1830	4437
292	1835	4429
293	1842	4423
294	1847	4416
295	1853	4408
296	1859	4400
297	1864	4392
298	1870	4385
299	1876	4378
300	1898	4407
301	1904	4400
302	1909	4392
303	1914	4383
304	1919	4375
305	1924	4365
306	1929	4356
307	1934	4347
308	1940	4338
309	1945	4329
310	1950	4320
311	1955	4311
312	1960	4302
313	1965	4294
314	1971	4286
315	1976	4279
316	1982	4272
317	1989	4265
318	1995	4260
319	2001	4253
320	2007	4245
321	2013	4239
322	2019	4232
323	2026	4227
324	2032	4220
325	2038	4213
326	2043	4205
327	2048	4196
328	2053	4188
329	2058	4179
330	2063	4169
331	2068	4161
332	2073	4153
333	2078	4145
334	2084	4137
335	2089	4129
336	2095	4121
337	2100	4114
338	2106	4106
339	2111	4098
340	2117	4091
341	2122	4083
342	2127	4075
343	2132	4066
344	2137	4059
345	2143	4051
346	2148	4043
347	2154	4037
348	2160	4030
349	2166	4022
350	2172	4017
351	2177	4009
352	2183	4001
353	2188	3994
354	2194	3986
355	2199	3978
356	2204	3970
357	2209	3962
358	2215	3955
359	2220	3947
360	2225	3939
361	2230	3931
362	2235	3923
363	2241	3916
364	2247	3909
365	2252	3902
366	2257	3894
367	2263	3886
368	2268	3878
369	2273	3871
370	2279	3864
371	2284	3857
372	2290	3849
373	2296	3843
374	2302	3836
375	2307	3829
376	2312	3822
377	2319	3816
378	2324	3809
379	2330	3801
380	2336	3796
381	2342	3790
382	2352	3789
383	2367	3798
384	2373	3791
385	2379	3785
386	2385	3778
387	2394	3776
388	2400	3770
389	2405	3762
390	2411	3755
391	2416	3747
392	2421	3740
393	2426	3732
394	2432	3725
395	2438	3718
396	2443	3711
397	2449	3704
398	2454	3697
399	2460	3690
400	2465	3683
401	2471	3676
402	2477	3669
403	2483	3663
404	2488	3655
405	2493	3647
406	2498	3640
407	2504	3633
408	2509	3626
409	2516	3621
410	2521	3614
411	2527	3607
412	2533	3601
413	2539	3594
414	2543	3586
415	2549	3578
416	2554	3571
417	2560	3565
418	2565	3557
419	2571	3550
420	2576	3543
421	2581	3535
422	2587	3528
423	2592	3521
424	2597	3514
425	2603	3507
426	2609	3501
427	2614	3493
428	2619	3486
429	2625	3479
430	2630	3472
431	2636	3465
432	2641	3459
433	2647	3452
434	2663	3459
435	2668	3452
436	2673	3444
437	2679	3437
438	2684	3430
439	2690	3423
440	2697	3419
441	2703	3413
442	2711	3408
443	2716	3402
444	2722	3395
445	2727	3387
446	2732	3380
447	2738	3374
448	2743	3367
449	2749	3360
450	2754	3352
451	2761	3347
452	2766	3340
453	2778	3341
454	2783	3334
455	2789	3327
456	2794	3320
457	2800	3313
458	2805	3306
459	2811	3300
460	2816	3293
461	2822	3287
462	2828	3280
463	2836	3277
464	2842	3270
465	2848	3263
466	2854	3257
467	2860	3252
468	2867	3246
469	2875	3242
470	2902	3259
471	2909	3254
472	2916	3249
473	2943	3266
474	2949	3259
475	2956	3254
476	2962	3248
477	2968	3241
478	2975	3235
479	2987	3236
480	2994	3231
481	3001	3225
482	3008	3220
483	3014	3213
484	3020	3207
485	3026	3201
486	3031	3193
487	3038	3188
488	3045	3182
489	3051	3175
490	3058	3170
491	3074	3174
492	3080	3167
493	3086	3161
494	3092	3154
495	3097	3147
496	3108	3145
497	3113	3138
498	3121	3134
499	3127	3127
500	3133	3120
501	3138	3113
502	3143	3106
503	3164	3114
504	3170	3108
505	3175	3100
506	3182	3094
507	3187	3087
508	3193	3080
509	3199	3073
510	3204	3066
511	3210	3060
512	3215	3052
513	3221	3046
514	3243	3054
515	3250	3049
516	3258	3043
517	3265	3039
518	3271	3031
519	3277	3025
520	3283	3018
521	3289	3011
522	3294	3004
523	3300	2997
524	3306	2991
525	3311	2984
526	3334	2992
527	3341	2987
528	3348	2981
529	3355	2975
530	3361	2969
531	3367	2962
532	3373	2955
533	3378	2948
534	3383	2941
535	3391	2936
536	3396	2928
537	3402	2921
538	3407	2914
539	3412	2907
540	3418	2900
541	3423	2892
542	3430	2886
543	3436	2880
544	3444	2875
545	3450	2869
546	3456	2862
547	3461	2855
548	3467	2848
549	3472	2841
550	3477	2834
551	3484	2827
552	3489	2820
553	3494	2813
554	3500	2806
555	3505	2799
556	3510	2792
557	3516	2785
558	3522	2778
559	3527	2771
560	3533	2764
561	3538	2757
562	3544	2751
563	3550	2744
564	3555	2737
565	3561	2730
566	3566	2723
567	3572	2717
568	3578	2710
569	3583	2703
570	3589	2696
571	3595	2690
572	3600	2683
573	3606	2676
574	3611	2669
575	3617	2662
576	3622	2655
577	3628	2648
578	3633	2641
579	3638	2634
580	3643	2627
581	3648	2620
582	3654	2613
583	3658	2606
584	3663	2599
585	3668	2591
586	3673	2584
587	3678	2577
588	3683	2570
589	3688	2563
590	3693	2556
591	3698	2549
592	3703	2542
593	3709	2535
594	3715	2528
595	3721	2522
596	3735	2521
597	3750	2520
598	3755	2513
599	3760	2507
600	3766	2500
601	3772	2494
602	3778	2487
603	3783	2480
604	3788	2473
605	3794	2466
606	3799	2460
607	3806	2454
608	3813	2448
609	3820	2442
610	3826	2435
611	3832	2429
612	3839	2423
613	3845	2417
614	3851	2411
615	3857	2404
616	3869	2402
617	3875	2395
618	3884	2390
619	3920	2402
620	3926	2396
621	3932	2389
622	3938	2383
623	3944	2377
624	3950	2370
625	3956	2363
626	3961	2356
627	3967	2350
628	3972	2343
629	3979	2337
630	3985	2330
631	3992	2324
632	3997	2317
633	4003	2311
634	4009	2304
635	4015	2298
636	4021	2291
637	4027	2285
638	4033	2278
639	4039	2272
640	4044	2265
641	4050	2258
642	4055	2251
643	4061	2245
644	4067	2238
645	4072	2231
646	4077	2224
647	4083	2218
648	4088	2211
649	4094	2204
650	4100	2198
651	4106	2191
652	4111	2184
653	4117	2178
654	4122	2171
655	4128	2164
656	4133	2158
657	4139	2151
658	4144	2144
659	4150	2138
660	4156	2131
661	4162	2125
662	4168	2118
663	4174	2112
664	4180	2105
665	4186	2099
666	4192	2093
667	4198	2086
668	4204	2080
669	4210	2073
670	4215	2066
671	4221	2060
672	4227	2053
673	4232	2047
674	4237	2040
675	4243	2033
676	4249	2027
677	4255	2020
678	4260	2014
679	4266	2007
680	4271	2001
681	4292	2001
682	4298	1995
683	4304	1988
684	4310	1981
685	4324	1979
686	4329	1972
687	4335	1966
688	4342	1959
689	4348	1953
690	4354	1947
691	4360	1940
692	4366	1934
693	4372	1928
694	4378	1921
695	4384	1915
696	4390	1908
697	4396	1902
698	4401	1895
699	4407	1888
700	4413	1882
701	4418	1875
702	4424	1869
703	4429	1862
704	4436	1856
705	4441	1849
706	4446	1842
707	4452	1836
708	4457	1829
709	4463	1822
710	4469	1816
711	4474	1810
712	4480	1803
713	4484	1796
714	4489	1789
715	4494	1782
716	4500	1776
717	4506	1769
718	4511	1763
719	4517	1756
720	4523	1750
721	4530	1744
722	4535	1737
723	4541	1731
724	4547	1724
725	4553	1718
726	4558	1711
727	4563	1705
728	4568	1698
729	4574	1691
730	4579	1685
731	4585	1678
732	4590	1672
733	4596	1665
734	4601	1659
735	4607	1652
736	4613	1646
737	4618	1639
738	4623	1633
739	4629	1626
740	4635	1620
741	4640	1613
742	4645	1606
743	4650	1600
744	4656	1593
745	4661	1587
746	4666	1580
747	4672	1574
748	4678	1567
749	4683	1561
750	4689	1554
751	4695	1548
752	4702	1542
753	4708	1536
754	4714	1529
755	4719	1523
756	4725	1516
757	4730	1510
758	4735	1503
759	4741	1497
760	4746	1490
761	4752	1484
762	4757	1477
763	4763	1471
764	4768	1464
765	4773	1458
766	4779	1451
767	4784	1445
768	4790	1438
769	4795	1432
770	4801	1426
771	4806	1419
772	4811	1412
773	4817	1406
774	4822	1400
775	4828	1393
