iter	Logloss	Accuracy
0	0.6789874627	0.7605633803
1	0.6697829658	0.8309859155
2	0.6615971666	0.8450704225
3	0.6497330162	0.8732394366
4	0.6370680881	0.8873239437
5	0.6251984551	0.8591549296
6	0.6141189579	0.9014084507
7	0.6049946494	0.8309859155
8	0.5957429056	0.9295774648
9	0.5858436512	0.9154929577
10	0.579584875	0.8732394366
11	0.5657298804	0.9014084507
12	0.5623835836	0.9154929577
13	0.5453546255	0.8873239437
14	0.5402341056	0.8873239437
15	0.5345503891	0.9154929577
16	0.5071675581	0.9295774648
17	0.4949348523	0.9295774648
18	0.4887730592	0.9295774648
19	0.4825485086	0.9295774648
20	0.4738004046	0.9295774648
21	0.4700485434	0.9295774648
22	0.4601996746	0.9295774648
23	0.4542269385	0.9295774648
24	0.4520444089	0.9295774648
25	0.4428000832	0.9295774648
26	0.4382285055	0.9295774648
27	0.4337880432	0.9295774648
28	0.4268217072	0.9295774648
29	0.4228789898	0.9295774648
30	0.417580155	0.9295774648
31	0.4112563453	0.9295774648
32	0.4074542346	0.9295774648
33	0.3995457061	0.9577464789
34	0.3923643226	0.9436619718
35	0.3878682261	0.9436619718
36	0.3828594059	0.9436619718
37	0.3797052344	0.9436619718
38	0.3752611671	0.9436619718
39	0.3721054368	0.9436619718
40	0.3660756368	0.9436619718
41	0.361027507	0.9436619718
42	0.3575086402	0.9436619718
43	0.3540933217	0.9436619718
44	0.3503881447	0.9436619718
45	0.3493381627	0.9436619718
46	0.3455299264	0.9577464789
47	0.3437378628	0.9577464789
48	0.3414255438	0.9577464789
49	0.3393856914	0.9577464789
50	0.3369335854	0.9577464789
51	0.3345565072	0.9577464789
52	0.3311360181	0.9577464789
53	0.3275081003	0.9577464789
54	0.3245776841	0.9436619718
55	0.3229108646	0.9577464789
56	0.3211136096	0.9577464789
57	0.3176601142	0.9577464789
58	0.3120490068	0.9577464789
59	0.3100323259	0.9577464789
60	0.3079473153	0.9577464789
61	0.3060058476	0.9577464789
62	0.3036675502	0.9718309859
63	0.3010652373	0.9718309859
64	0.2986757095	0.9718309859
65	0.2953263263	0.9577464789
66	0.2934670076	0.9718309859
67	0.2927846504	0.985915493
68	0.287500732	0.985915493
69	0.2841607491	0.9718309859
70	0.2806720173	0.9718309859
71	0.2795468744	0.9718309859
72	0.2786087711	0.9718309859
73	0.2769361971	0.9718309859
74	0.2761797301	0.985915493
75	0.2749209636	0.985915493
76	0.2723020814	0.985915493
77	0.2701447769	0.985915493
78	0.2675373212	0.985915493
79	0.265626131	0.985915493
80	0.2645302954	0.985915493
81	0.2615481647	0.985915493
82	0.259998934	0.985915493
83	0.2589161268	0.985915493
84	0.2577582354	0.985915493
85	0.2568942595	1
86	0.2556243003	1
87	0.2535233571	1
88	0.2530311748	1
89	0.2517254592	1
90	0.2501317518	1
91	0.2483506458	1
92	0.2462141089	1
93	0.245048135	1
94	0.2441981802	1
95	0.2429948831	1
96	0.2419609487	1
97	0.241037766	1
98	0.240169636	1
99	0.2375920142	1
100	0.2353816976	1
101	0.2324663662	1
102	0.2316579767	1
103	0.2307235921	1
104	0.2299082081	1
105	0.2274531201	1
106	0.226444883	1
107	0.2252786936	1
108	0.224463333	1
109	0.2234612585	1
110	0.2224975764	1
111	0.2195310415	1
112	0.2183609255	1
113	0.2158475547	1
114	0.2152004016	1
115	0.213578043	1
116	0.2082045362	1
117	0.2073357539	1
118	0.2061690174	1
119	0.2032776676	1
120	0.202714796	1
121	0.2017100462	1
122	0.2010361478	1
123	0.1997292556	1
124	0.1987870967	1
125	0.1956561418	1
126	0.1936185191	1
127	0.1927650996	1
128	0.1917146887	1
129	0.1895948718	1
130	0.187522098	1
131	0.1864388422	1
132	0.1845289128	1
133	0.1836386667	1
134	0.1820768201	1
135	0.1807941576	1
136	0.1801362999	1
137	0.1795954323	1
138	0.1790187972	1
139	0.1784996279	1
140	0.1728285685	1
141	0.1706447239	1
142	0.1689481049	1
143	0.1679614325	1
144	0.1675307123	1
145	0.1670318882	1
146	0.1654498601	1
147	0.1649552872	1
148	0.1630017073	1
149	0.1624373309	1
150	0.1601577347	1
151	0.1581337283	1
152	0.1577071191	1
153	0.1570716038	1
154	0.1563222032	1
155	0.1554295111	1
156	0.1536055683	1
157	0.1522876504	1
158	0.1519004334	1
159	0.1515354845	1
160	0.1511495819	1
161	0.1491315993	1
162	0.1440145695	1
163	0.141309539	1
164	0.1386132803	1
165	0.1367573428	1
166	0.1364013171	1
167	0.1360271941	1
168	0.1353773991	1
169	0.1345619483	1
170	0.1340664152	1
171	0.1331466569	1
172	0.1310100947	1
173	0.1306656265	1
174	0.1293247271	1
175	0.1288549529	1
176	0.1284763837	1
177	0.126217222	1
178	0.1258996622	1
179	0.1242556258	1
180	0.1239380789	1
181	0.1236164912	1
182	0.1214317561	1
183	0.1210837742	1
184	0.1170985516	1
185	0.1156072813	1
186	0.1153073482	1
187	0.1148215977	1
188	0.1134103577	1
189	0.1130621643	1
190	0.111762348	1
191	0.1112725846	1
192	0.1089526171	1
193	0.1076218884	1
194	0.1071644473	1
195	0.1065648206	1
196	0.1056061567	1
197	0.103375938	1
198	0.1028337443	1
199	0.1010669005	1
200	0.0994854106	1
201	0.0992414105	1
202	0.09883666697	1
203	0.09807471943	1
204	0.09685583783	1
205	0.09660776614	1
206	0.0952729063	1
207	0.09504619652	1
208	0.09309966896	1
209	0.09190006013	1
210	0.09072186735	1
211	0.08892726893	1
212	0.08654170207	1
213	0.08631432645	1
214	0.08588814573	1
215	0.08470712675	1
216	0.08438607983	1
217	0.0841858498	1
218	0.08263092749	1
219	0.08239749026	1
220	0.08220847914	1
221	0.08075280383	1
222	0.08041783044	1
223	0.08019124812	1
224	0.07896701152	1
225	0.07866584738	1
226	0.07824886282	1
227	0.07796081584	1
228	0.07649657211	1
229	0.07524138205	1
230	0.07436245469	1
231	0.07317247406	1
232	0.07213056639	1
233	0.07192995944	1
234	0.07173367313	1
235	0.07071680548	1
236	0.07055286853	1
237	0.06956371311	1
238	0.06863679893	1
239	0.06777244152	1
240	0.06759209269	1
241	0.0670127811	1
242	0.06675017083	1
243	0.06563344397	1
244	0.06479086987	1
245	0.0640888565	1
246	0.06394378401	1
247	0.06339204644	1
248	0.06286075602	1
249	0.06184627475	1
250	0.06096588056	1
251	0.06075597858	1
252	0.06061869765	1
253	0.06041607707	1
254	0.05993013848	1
255	0.05973577947	1
256	0.05954402777	1
257	0.05876139882	1
258	0.05857372661	1
259	0.05791049312	1
260	0.05746925765	1
261	0.05732507369	1
262	0.05713144602	1
263	0.05626704878	1
264	0.05563626952	1
265	0.0550366574	1
266	0.05444603635	1
267	0.05388087982	1
268	0.05348014395	1
269	0.05302364489	1
270	0.05258381102	1
271	0.05208920006	1
272	0.05168061907	1
273	0.05117706877	1
274	0.05082565146	1
275	0.05052683204	1
276	0.04986703461	1
277	0.04921667687	1
278	0.04888937873	1
279	0.04844232618	1
280	0.04812738281	1
281	0.04784585733	1
282	0.04724391258	1
283	0.04713975844	1
284	0.04687054663	1
285	0.04676939772	1
286	0.04615502444	1
287	0.04559243379	1
288	0.04548041929	1
289	0.04483196865	1
290	0.04472497174	1
291	0.04464459091	1
292	0.04454111725	1
293	0.04446315883	1
294	0.04396191825	1
295	0.04348028884	1
296	0.04301736172	1
297	0.04252333207	1
298	0.04203800651	1
299	0.04156843892	1
300	0.04147508263	1
301	0.04138297199	1
302	0.04131385921	1
303	0.04101351688	1
304	0.0404725677	1
305	0.04038547335	1
306	0.0402987374	1
307	0.04023402485	1
308	0.0398064681	1
309	0.03950228769	1
310	0.03899863802	1
311	0.03891642858	1
312	0.03883543896	1
313	0.03843436914	1
314	0.03816640696	1
315	0.03777787884	1
316	0.03769939392	1
317	0.03731963114	1
318	0.03694887413	1
319	0.03687314128	1
320	0.03679847216	1
321	0.03637848933	1
322	0.03594670507	1
323	0.03587579394	1
324	0.03580636672	1
325	0.03556345039	1
326	0.03515357516	1
327	0.03508601806	1
328	0.03501952544	1
329	0.0349538682	1
330	0.03488902157	1
331	0.03453886331	1
332	0.0341521334	1
333	0.03408942423	1
334	0.03402753739	1
335	0.03369096992	1
336	0.03336622392	1
337	0.03300110597	1
338	0.032820395	1
339	0.03247009864	1
340	0.03241674764	1
341	0.0323641743	1
342	0.03231235911	1
343	0.03226128328	1
344	0.03221092875	1
345	0.0321612781	1
346	0.03211231455	1
347	0.03206402193	1
348	0.03201638463	1
349	0.0319693876	1
350	0.03192301632	1
351	0.03187725675	1
352	0.03183209535	1
353	0.03179265123	1
354	0.03175370333	1
355	0.03148270064	1
356	0.03106410372	1
357	0.03076082823	1
358	0.03072315182	1
359	0.03068592124	1
360	0.0302277402	1
361	0.02995992117	1
362	0.0295718673	1
363	0.02914350087	1
364	0.02877638037	1
365	0.02837024728	1
366	0.02802245998	1
367	0.02763694795	1
368	0.02730704644	1
369	0.02694068955	1
370	0.02666084098	1
371	0.02638922656	1
372	0.02604615579	1
373	0.02578762041	1
374	0.0256424293	1
375	0.02556763139	1
376	0.02550385045	1
377	0.02544100915	1
378	0.02512191574	1
379	0.02490722853	1
380	0.02470311116	1
381	0.02463998303	1
382	0.02433946133	1
383	0.02419649917	1
384	0.02414108206	1
385	0.02408660991	1
386	0.02389853822	1
387	0.02385346637	1
388	0.0236637364	1
389	0.02353172096	1
390	0.02348559723	1
391	0.02344013512	1
392	0.02325381442	1
393	0.02305178381	1
394	0.02288174407	1
395	0.02272550188	1
396	0.0225327276	1
397	0.02234623514	1
398	0.02217663179	1
399	0.02199666282	1
400	0.02189807938	1
401	0.02179251101	1
402	0.02161852867	1
403	0.02151549065	1
404	0.02141508564	1
405	0.0213172169	1
406	0.0211488545	1
407	0.02105323069	1
408	0.02095998996	1
409	0.02086904612	1
410	0.02070596524	1
411	0.02061701753	1
412	0.02058201153	1
413	0.02042462	1
414	0.02039080374	1
415	0.02035741942	1
416	0.0203244565	1
417	0.02017364651	1
418	0.02014724146	1
419	0.02012114062	1
420	0.02009533726	1
421	0.0200698249	1
422	0.01992473189	1
423	0.01990169208	1
424	0.01987893548	1
425	0.01985744105	1
426	0.01983617323	1
427	0.01981512727	1
428	0.01979429864	1
429	0.01977366969	1
430	0.01974725946	1
431	0.01972596293	1
432	0.01970004056	1
433	0.01967919397	1
434	0.01965857768	1
435	0.01963818597	1
436	0.01961801334	1
437	0.01959805454	1
438	0.01957327271	1
439	0.01955367946	1
440	0.01946233287	1
441	0.019261615	1
442	0.01912512865	1
443	0.01899379607	1
444	0.01880239987	1
445	0.01871086338	1
446	0.018582926	1
447	0.01856128448	1
448	0.01841306071	1
449	0.01824894376	1
450	0.0180706394	1
451	0.01791283772	1
452	0.01787688104	1
453	0.0178584331	1
454	0.01768792787	1
455	0.01755716641	1
456	0.01753942119	1
457	0.01748484262	1
458	0.01746729623	1
459	0.01744988627	1
460	0.01730287267	1
461	0.01728574563	1
462	0.01726875118	1
463	0.01723199906	1
464	0.01721521581	1
465	0.01719856072	1
466	0.01703993637	1
467	0.01692536743	1
468	0.01677216503	1
469	0.01666216298	1
470	0.01658548425	1
471	0.01647921877	1
472	0.01640776727	1
473	0.01630440429	1
474	0.01620375135	1
475	0.01610570058	1
476	0.01609118563	1
477	0.01607680821	1
478	0.01606256539	1
479	0.0160484521	1
480	0.01597818548	1
481	0.01596119083	1
482	0.0159472373	1
483	0.01593336887	1
484	0.01591570668	1
485	0.01589817098	1
486	0.01588076904	1
487	0.01586351076	1
488	0.01584636635	1
489	0.01578951374	1
490	0.01568718678	1
491	0.01562052025	1
492	0.01552753292	1
493	0.01551174807	1
494	0.01549501649	1
495	0.01547840792	1
496	0.01542457008	1
497	0.01533451838	1
498	0.01531829349	1
499	0.01530219632	1
500	0.01528621688	1
501	0.01527035048	1
502	0.01525460642	1
503	0.01515190934	1
504	0.01509943898	1
505	0.0150082852	1
506	0.01499274758	1
507	0.01497733066	1
508	0.01491498115	1
509	0.01482276511	1
510	0.01477391246	1
511	0.0146891492	1
512	0.01467504745	1
513	0.01459247888	1
514	0.01457850704	1
515	0.01456467486	1
516	0.0145527952	1
517	0.01453820459	1
518	0.01452886772	1
519	0.0145144357	1
520	0.01442229225	1
521	0.01433438566	1
522	0.01425243997	1
523	0.01420258698	1
524	0.01412788587	1
525	0.01404902949	1
526	0.01397205757	1
527	0.01392806057	1
528	0.01385288449	1
