iter	Passed	Remaining
0	21	21689
1	28	14225
2	34	11496
3	40	10054
4	45	9145
5	52	8622
6	57	8198
7	63	7861
8	69	7603
9	75	7433
10	80	7222
11	86	7094
12	91	6925
13	97	6856
14	102	6754
15	109	6712
16	114	6639
17	120	6568
18	125	6503
19	131	6459
20	137	6398
21	142	6337
22	148	6304
23	153	6258
24	158	6198
25	165	6196
26	170	6131
27	176	6118
28	182	6106
29	187	6067
30	193	6056
31	199	6035
32	206	6041
33	213	6062
34	219	6044
35	224	6014
36	230	6007
37	236	5984
38	242	5982
39	248	5957
40	253	5936
41	260	5947
42	266	5923
43	271	5902
44	277	5897
45	284	5901
46	290	5900
47	298	5914
48	305	5926
49	311	5926
50	319	5942
51	327	5961
52	335	5985
53	339	5939
54	345	5934
55	352	5949
56	359	5954
57	367	5967
58	374	5974
59	379	5939
60	386	5957
61	394	5962
62	401	5969
63	407	5960
64	414	5958
65	421	5959
66	427	5953
67	434	5959
68	441	5955
69	448	5958
70	454	5949
71	461	5945
72	466	5924
73	472	5918
74	479	5916
75	486	5919
76	494	5926
77	500	5915
78	507	5917
79	517	5954
80	532	6038
81	543	6085
82	550	6084
83	920	10035
84	932	10035
85	939	9985
86	946	9930
87	953	9882
88	959	9824
89	967	9782
90	973	9728
91	980	9678
92	987	9633
93	995	9596
94	1002	9549
95	1008	9494
96	1014	9441
97	1020	9389
98	1024	9324
99	1030	9273
100	1035	9219
101	1041	9170
102	1049	9135
103	1055	9096
104	1061	9048
105	1068	9008
106	1074	8967
107	1079	8914
108	1085	8875
109	1092	8841
110	1100	8811
111	1106	8770
112	1112	8731
113	1119	8700
114	1125	8659
115	1133	8637
116	1140	8604
117	1146	8571
118	1153	8541
119	1159	8505
120	1166	8472
121	1172	8436
122	1178	8404
123	1185	8377
124	1192	8344
125	1198	8311
126	1205	8283
127	1211	8252
128	1215	8208
129	1221	8174
130	1227	8140
131	1234	8114
132	1239	8082
133	1246	8056
134	1254	8036
135	1268	8057
136	1285	8097
137	1293	8080
138	1300	8057
139	1307	8029
140	1313	8000
141	1319	7972
142	1325	7941
143	1332	7919
144	1339	7898
145	1346	7873
146	1352	7846
147	1358	7818
148	1364	7792
149	1370	7768
150	1377	7742
151	1383	7717
152	1390	7699
153	1396	7671
154	1403	7649
155	1411	7635
156	1419	7620
157	1426	7599
158	1431	7574
159	1437	7545
160	1443	7524
161	1450	7503
162	1455	7476
163	1461	7451
164	1468	7430
165	1473	7402
166	1480	7386
167	1487	7367
168	1493	7346
169	1500	7326
170	1508	7310
171	1514	7289
172	1520	7267
173	1526	7248
174	1533	7229
175	1539	7208
176	1546	7190
177	1552	7169
178	1559	7152
179	1565	7133
180	1572	7115
181	1578	7092
182	1583	7070
183	1590	7052
184	1598	7040
185	1634	7154
186	1641	7135
187	1647	7114
188	1653	7093
189	1659	7072
190	1664	7051
191	1670	7031
192	1675	7007
193	1681	6985
194	1687	6964
195	1693	6948
196	1699	6928
197	1705	6908
198	1711	6889
199	1717	6869
200	1723	6849
201	1729	6830
202	1735	6812
203	1742	6799
204	1748	6779
205	1755	6764
206	1760	6745
207	1768	6732
208	1773	6713
209	1779	6692
210	1785	6674
211	1790	6656
212	1797	6642
213	1802	6622
214	1809	6605
215	1815	6588
216	1820	6570
217	1827	6554
218	1833	6538
219	1839	6522
220	1846	6507
221	1851	6490
222	1857	6473
223	1863	6456
224	1869	6440
225	1876	6424
226	1882	6409
227	1889	6398
228	1916	6451
229	2129	7128
230	2141	7129
231	2147	7109
232	2153	7087
233	2159	7069
234	2165	7049
235	2171	7030
236	2177	7011
237	2183	6990
238	2189	6970
239	2194	6949
240	2200	6929
241	2205	6909
242	2211	6888
243	2216	6867
244	2223	6853
245	2229	6832
246	2235	6814
247	2241	6797
248	2247	6779
249	2254	6762
250	2259	6743
251	2265	6725
252	2271	6707
253	2277	6690
254	2283	6671
255	2288	6651
256	2295	6636
257	2302	6620
258	2308	6604
259	2314	6587
260	2321	6573
261	2328	6559
262	2334	6542
263	2341	6526
264	2346	6509
265	2352	6491
266	2358	6474
267	2363	6456
268	2369	6439
269	2375	6421
270	2381	6405
271	2387	6388
272	2392	6371
273	2397	6353
274	2403	6335
275	2408	6318
276	2414	6301
277	2418	6282
278	2432	6286
279	2438	6269
280	2443	6253
281	2449	6235
282	2454	6219
283	2460	6203
284	2465	6186
285	2471	6170
286	2477	6154
287	2482	6138
288	2495	6140
289	2501	6123
290	2506	6106
291	2512	6090
292	2517	6075
293	2522	6058
294	2530	6047
295	2536	6031
296	2541	6016
297	2546	5999
298	2551	5982
299	2556	5965
300	2562	5950
301	2567	5933
302	2572	5917
303	2577	5900
304	2582	5884
305	2587	5869
306	2593	5854
307	2598	5838
308	2603	5823
309	2608	5806
310	2613	5791
311	2619	5776
312	2625	5761
313	2630	5747
314	2636	5733
315	2641	5718
316	2648	5706
317	2654	5692
318	2661	5681
319	2666	5667
320	2673	5656
321	2680	5643
322	2685	5629
323	2691	5616
324	2698	5604
325	2704	5592
326	2711	5580
327	2718	5568
328	2725	5558
329	2731	5546
330	2738	5534
331	2744	5521
332	2750	5509
333	2757	5497
334	2764	5487
335	2771	5476
336	2777	5464
337	2784	5453
338	2791	5442
339	2797	5430
340	2802	5416
341	2809	5405
342	2815	5392
343	2821	5379
344	2827	5368
345	2833	5355
346	2839	5343
347	2844	5330
348	2851	5319
349	2857	5307
350	2864	5296
351	2870	5284
352	2877	5274
353	2885	5265
354	2894	5258
355	2900	5247
356	2908	5238
357	2915	5227
358	2922	5218
359	2929	5208
360	2937	5199
361	2943	5187
362	2950	5177
363	2957	5166
364	2966	5160
365	2971	5147
366	2978	5137
367	2985	5127
368	2993	5118
369	2999	5107
370	3007	5098
371	3013	5088
372	3020	5077
373	3026	5066
374	3034	5056
375	3040	5046
376	3047	5035
377	3054	5026
378	3061	5016
379	3074	5016
380	3081	5007
381	3088	4996
382	3095	4986
383	3109	4988
384	3129	4998
385	3242	5158
386	3323	5263
387	3328	5250
388	3335	5238
389	3341	5226
390	3347	5213
391	3353	5200
392	3359	5188
393	3366	5178
394	3372	5166
395	3378	5153
396	3384	5140
397	3390	5128
398	3396	5115
399	3402	5103
400	3408	5091
401	3413	5078
402	3419	5065
403	3425	5052
404	3430	5039
405	3435	5026
406	3442	5015
407	3449	5004
408	3455	4993
409	3460	4979
410	3466	4967
411	3472	4956
412	3478	4944
413	3484	4932
414	3491	4922
415	3509	4926
416	3515	4915
417	3522	4904
418	3529	4893
419	3535	4882
420	3541	4871
421	3548	4860
422	3555	4849
423	3562	4839
424	3568	4828
425	3575	4818
426	3583	4808
427	3590	4798
428	3598	4788
429	3604	4778
430	3610	4766
431	3616	4754
432	3622	4743
433	3629	4733
434	3637	4724
435	3643	4713
436	3649	4702
437	3656	4691
438	3667	4686
439	3674	4676
440	3681	4666
441	3688	4656
442	3695	4646
443	3702	4635
444	3709	4625
445	3715	4615
446	3722	4605
447	3728	4593
448	3735	4583
449	3741	4573
450	3748	4562
451	3767	4567
452	3773	4556
453	3779	4545
454	3786	4535
455	3793	4525
456	3799	4513
457	3805	4502
458	3811	4492
459	3818	4482
460	3824	4471
461	3830	4460
462	3850	4466
463	3857	4456
464	3863	4445
465	3870	4434
466	3881	4430
467	3888	4419
468	3896	4411
469	3902	4401
470	3911	4392
471	3917	4382
472	3926	4374
473	3932	4364
474	3939	4354
475	3945	4343
476	3952	4333
477	3959	4323
478	3967	4315
479	3973	4305
480	3980	4295
481	3999	4298
482	4006	4289
483	4013	4279
484	4020	4269
485	4027	4259
486	4034	4250
487	4041	4240
488	4053	4235
489	4065	4231
490	4071	4220
491	4077	4210
492	4083	4199
493	4088	4188
494	4097	4180
495	4103	4169
496	4109	4158
497	4115	4148
498	4120	4137
499	4125	4125
500	4131	4114
501	4137	4104
502	4143	4093
503	4149	4083
504	4154	4072
505	4160	4061
506	4166	4051
507	4172	4040
508	4177	4030
509	4183	4019
510	4189	4009
511	4195	3999
512	4202	3989
513	4208	3979
514	4213	3968
515	4219	3957
516	4225	3947
517	4231	3937
518	4237	3927
519	4251	3924
520	4256	3913
521	4262	3902
522	4268	3893
523	4274	3882
524	4280	3872
525	4285	3862
526	4307	3865
527	4489	4012
528	4613	4107
529	4619	4096
530	4627	4086
531	4634	4076
532	4640	4066
533	4647	4055
534	4653	4044
535	4658	4032
536	4665	4022
537	4671	4011
538	4678	4001
539	4685	3991
540	4693	3982
541	4701	3972
542	4708	3962
543	4715	3953
544	4723	3943
545	4732	3934
546	4739	3925
547	4747	3915
548	4754	3906
549	4762	3896
550	4768	3885
551	4776	3876
552	4783	3866
553	4791	3857
554	4798	3847
555	4807	3839
556	4815	3829
557	4822	3819
558	4828	3809
559	4835	3798
560	4841	3788
561	4848	3778
562	4854	3767
563	4860	3757
564	4867	3747
565	4877	3740
566	4886	3731
567	4892	3720
568	4899	3710
569	4906	3701
570	4912	3690
571	4918	3680
572	4925	3670
573	4947	3672
574	4953	3661
575	4960	3651
576	4966	3641
577	4974	3631
578	4979	3620
579	4985	3610
580	4991	3599
581	4997	3589
582	5004	3579
583	5010	3569
584	5016	3558
585	5022	3548
586	5030	3539
587	5037	3529
588	5045	3520
589	5053	3511
590	5076	3513
591	5082	3502
592	5088	3492
593	5094	3482
594	5101	3472
595	5109	3463
596	5117	3454
597	5124	3444
598	5130	3434
599	5135	3423
600	5141	3413
601	5146	3402
602	5153	3392
603	5159	3382
604	5165	3372
605	5171	3362
606	5177	3352
607	5183	3341
608	5188	3331
609	5194	3321
610	5200	3311
611	5207	3301
612	5214	3291
613	5220	3282
614	5227	3272
615	5235	3263
616	5242	3254
617	5248	3244
618	5256	3235
619	5264	3226
620	5270	3216
621	5277	3207
622	5284	3198
623	5292	3188
624	5298	3179
625	5305	3169
626	5312	3160
627	5318	3150
628	5324	3140
629	5330	3130
630	5337	3121
631	5343	3111
632	5350	3101
633	5357	3092
634	5363	3083
635	5370	3073
636	5376	3063
637	5384	3054
638	5390	3045
639	5397	3035
640	5405	3027
641	5412	3018
642	5420	3009
643	5426	2999
644	5434	2991
645	5442	2982
646	5448	2972
647	5454	2963
648	5461	2953
649	5469	2944
650	5475	2935
651	5482	2926
652	5488	2916
653	5494	2907
654	5501	2897
655	5507	2888
656	5513	2878
657	5518	2868
658	5524	2858
659	5534	2850
660	5539	2841
661	5545	2831
662	5551	2821
663	5556	2811
664	5582	2812
665	5588	2802
666	5724	2858
667	5736	2851
668	5742	2840
669	5748	2831
670	5754	2821
671	5760	2811
672	5766	2801
673	5773	2792
674	5780	2783
675	5787	2774
676	5795	2764
677	5801	2755
678	5807	2745
679	5815	2736
680	5821	2727
681	5829	2718
682	5835	2708
683	5841	2698
684	5847	2689
685	5853	2679
686	5859	2669
687	5865	2660
688	5872	2650
689	5877	2640
690	5883	2630
691	5889	2621
692	5896	2612
693	5902	2602
694	5908	2592
695	5914	2583
696	5920	2573
697	5926	2564
698	5932	2554
699	5939	2545
700	5945	2535
701	5952	2526
702	5968	2521
703	5974	2512
704	5981	2503
705	5987	2493
706	5993	2484
707	5999	2474
708	6006	2465
709	6013	2456
710	6019	2446
711	6025	2437
712	6031	2427
713	6037	2418
714	6044	2409
715	6050	2399
716	6056	2390
717	6062	2381
718	6068	2371
719	6074	2362
720	6082	2353
721	6088	2344
722	6094	2334
723	6100	2325
724	6107	2316
725	6113	2307
726	6119	2297
727	6125	2288
728	6132	2279
729	6137	2270
730	6143	2260
731	6150	2251
732	6156	2242
733	6163	2233
734	6170	2224
735	6178	2216
736	6184	2206
737	6194	2199
738	6200	2189
739	6206	2180
740	6211	2171
741	6216	2161
742	6229	2154
743	6234	2145
744	6239	2135
745	6246	2126
746	6260	2120
747	6265	2110
748	6271	2101
749	6278	2092
750	6284	2083
751	6290	2074
752	6295	2065
753	6300	2055
754	6307	2046
755	6312	2037
756	6318	2028
